Benutzer,Spiel,SpielzeitInStunden,Genre,Tags
lukilol,Red Dead Redemption 2,37.9,"Action, Adventure","{'Open World': 3100, 'Story Rich': 2501, 'Western': 2285, 'Adventure': 2225, 'Multiplayer': 2034, 'Action': 2006, 'Realistic': 1814, 'Singleplayer': 1606, 'Shooter': 1529, 'Atmospheric': 1359, 'Horses': 1331, 'Beautiful': 1303, 'Mature': 1272, 'Third-Person Shooter': 1228, 'Great Soundtrack': 1142, 'Third Person': 1042, 'Gore': 890, 'Sandbox': 860, 'First-Person': 749, 'FPS': 672}"
lukilol,Age of Empires IV: Anniversary Edition,26.7,Strategy,"{'Strategy': 531, 'RTS': 402, 'Base-Building': 289, 'War': 279, 'Multiplayer': 270, 'Singleplayer': 258, 'Medieval': 254, 'Resource Management': 250, 'City Builder': 218, 'Historical': 208, 'Action RTS': 146, 'PvP': 134, 'PvE': 102, 'Co-op': 92, '3D': 89, 'Isometric': 75, 'Management': 70, 'Open World': 60, 'Online Co-Op': 56, 'Mature': 38}"
lukilol,Tom Clancy's Rainbow Six Siege,18.7,Action,"{'FPS': 9697, 'PvP': 9080, 'e-sports': 9027, 'Tactical': 8957, 'Multiplayer': 8956, 'Shooter': 8950, 'Competitive': 8904, 'Online Co-Op': 8894, 'Action': 8879, 'Hero Shooter': 8839, 'Team-Based': 5579, 'Military': 4922, 'Strategy': 4861, 'First-Person': 4846, 'War': 4840, 'Realistic': 4832, 'Co-op': 4829, 'Destruction': 4822, 'Difficult': 2065, '3D': 1864}"
lukilol,DayZ,15.8,"Action, Adventure, Massively Multiplayer","{'Survival': 15608, 'Online Co-Op': 10392, 'Open World': 10316, 'Multiplayer': 10303, 'PvP': 10285, 'Action': 10283, 'Shooter': 10281, 'Post-apocalyptic': 10272, 'Massively Multiplayer': 10263, 'Horror': 10261, 'FPS': 10255, 'Simulation': 10254, 'First-Person': 10248, 'Survival Horror': 10245, 'Sandbox': 10244, 'Adventure': 10239, 'Co-op': 10239, 'Atmospheric': 10237, 'Choose Your Own Adventure': 10236, 'Zombies': 10233}"
lukilol,Hunt: Showdown,14.9,Action,"{'Open World': 2689, 'Extraction Shooter': 2517, 'Atmospheric': 2439, 'Tactical': 2439, 'Multiplayer': 2387, 'FPS': 2323, 'Perma Death': 2268, 'Shooter': 2211, 'Western': 2210, 'PvP': 2203, 'Horror': 2189, 'Online Co-Op': 2166, 'Survival Horror': 2161, 'Difficult': 2142, 'Co-op': 2130, 'Battle Royale': 2105, 'Team-Based': 2096, 'Action': 2046, 'Gore': 1991, 'Zombies': 1847}"
lukilol,Battlefield™ 2042,13.2,"Action, Adventure, Casual","{'FPS': 755, 'Shooter': 715, 'Military': 703, 'Multiplayer': 678, 'War': 646, 'Action': 611, 'First-Person': 547, 'Combat': 530, 'Team-Based': 527, 'Singleplayer': 497, 'PvP': 480, 'Futuristic': 449, 'Vehicular Combat': 415, 'Modern': 406, 'Destruction': 356, 'Physics': 317, 'Cinematic': 296, 'Adventure': 276, 'Hero Shooter': 259, 'Casual': 218}"
lukilol,Arma 3,13.1,"Action, Simulation, Strategy","{'Military': 5872, 'Action': 5729, 'Multiplayer': 5600, 'Simulation': 5158, 'Shooter': 5155, 'Realistic': 4384, 'First-Person': 4209, 'Open World': 3917, 'Tactical': 3784, 'FPS': 3734, 'War': 3480, 'Co-op': 3352, 'Strategy': 2742, 'Sandbox': 2681, 'Singleplayer': 2029, 'Moddable': 1939, 'Combat': 1916, 'Online Co-Op': 1853, 'Team-Based': 1755, 'Third-Person Shooter': 1725}"
lukilol,Call of Duty: Modern Warfare 2 (2009),11.6,Action,"{'Action': 1815, 'FPS': 1506, 'Multiplayer': 1275, 'Shooter': 1007, 'First-Person': 833, 'Singleplayer': 756, 'War': 687, 'Military': 631, 'Co-op': 528, 'Online Co-Op': 499, 'PvP': 438, 'Great Soundtrack': 341, 'Story Rich': 314, 'Atmospheric': 241, 'Tactical': 229, 'Adventure': 229, 'Controller': 213, 'Linear': 187, 'Strategy': 164, 'Moddable': 154}"
lukilol,Cities: Skylines,11.1,"Simulation, Strategy","{'City Builder': 5009, 'Simulation': 3623, 'Building': 3042, 'Management': 2503, 'Strategy': 2341, 'Sandbox': 2151, 'Singleplayer': 2055, 'Moddable': 1783, 'Economy': 1779, 'Resource Management': 1403, 'Mod': 1282, 'Realistic': 1017, 'Replay Value': 801, 'Casual': 750, 'Modern': 644, 'Real-Time with Pause': 626, 'Family Friendly': 598, 'Great Soundtrack': 498, 'Funny': 327, 'Action': 148}"
lukilol,The Witcher 3: Wild Hunt,10.6,RPG,"{'Open World': 12353, 'RPG': 10509, 'Story Rich': 9703, 'Atmospheric': 6728, 'Mature': 6588, 'Fantasy': 6385, 'Adventure': 6264, 'Singleplayer': 6047, 'Nudity': 5749, 'Choices Matter': 5611, 'Great Soundtrack': 4625, 'Third Person': 4572, 'Medieval': 4412, 'Action': 4295, 'Multiple Endings': 3851, 'Action RPG': 3776, 'Magic': 3609, 'Dark Fantasy': 3598, 'Dark': 2148, 'Sandbox': 1275}"
lukilol,Call of Duty®: Modern Warfare® 3 (2011) - Multiplayer,10.0,Action,"{'Action': 1307, 'FPS': 970, 'Multiplayer': 855, 'Shooter': 703, 'First-Person': 535, 'Singleplayer': 500, 'War': 486, 'Military': 412, 'Online Co-Op': 401, 'Co-op': 340, 'Casual': 215, 'Controller': 210, 'Story Rich': 205, 'Survival': 183, 'Linear': 137, 'Adventure': 133, 'Zombies': 76, 'Dog': 41, 'Point & Click': 38, 'Massively Multiplayer': 31}"
lukilol,UNO,8.0,Casual,"{'Card Game': 398, 'Multiplayer': 376, 'Tabletop': 342, 'Board Game': 267, 'Casual': 251, 'Family Friendly': 183, 'Funny': 137, 'Strategy': 130, 'Co-op': 101, 'Online Co-Op': 92, 'Singleplayer': 75, 'Classic': 68, 'Cult Classic': 49, 'Local Multiplayer': 41, 'Replay Value': 38, 'Team-Based': 38, 'Action': 30, 'Party Game': 22, 'PvP': 14, 'Competitive': 10}"
lukilol,Rust,7.7,"Casual, Free to Play, Indie, Simulation, Sports, Strategy, Early Access","{'Free to Play': 35, 'Indie': 32, 'Casual': 31, 'Simulation': 31, 'Sports': 31, 'Early Access': 21, 'Strategy': 20, 'VR': 17}"
lukilol,STAR WARS Jedi: Fallen Order™,6.6,"Action, Adventure","{'Action-Adventure': 1029, 'Souls-like': 989, 'Third Person': 985, 'Story Rich': 908, 'Swordplay': 905, 'Open World': 901, 'Exploration': 844, 'Sci-fi': 836, 'Action': 827, 'Platformer': 820, 'Space': 790, 'RPG': 779, 'Fighting': 740, 'Metroidvania': 735, 'Puzzle': 731, 'Adventure': 730, 'Fantasy': 702, 'Atmospheric': 695, 'Hack and Slash': 687, 'Family Friendly': 608}"
lukilol,Aimlabs,6.5,"Casual, Indie, Early Access","{'Early Access': 32, 'Indie': 31, 'Casual': 31, 'VR': 15}"
lukilol,PUBG: BATTLEGROUNDS,6.3,"Action, Adventure, Massively Multiplayer, Free to Play","{'Survival': 14626, 'Shooter': 12485, 'Battle Royale': 10698, 'Multiplayer': 10655, 'FPS': 8248, 'PvP': 7599, 'Third-Person Shooter': 7206, 'Action': 5926, 'Online Co-Op': 5268, 'Tactical': 4973, 'Co-op': 4246, 'First-Person': 4004, 'Strategy': 3049, 'Early Access': 2802, 'Competitive': 2356, 'Third Person': 2305, 'Team-Based': 2019, 'Difficult': 1696, 'Simulation': 1342, 'Stealth': 1254}"
lukilol,Dota 2,6.1,"Action, Strategy, Free to Play","{'Free to Play': 59586, 'MOBA': 19975, 'Multiplayer': 15167, 'Strategy': 14104, 'e-sports': 11639, 'Team-Based': 10830, 'Competitive': 8175, 'Action': 7843, 'Online Co-Op': 7368, 'PvP': 5952, 'Difficult': 5235, 'Co-op': 4231, 'RTS': 4044, 'RPG': 3723, 'Tower Defense': 3712, 'Fantasy': 3689, 'Character Customization': 2874, 'Replay Value': 2715, 'Action RPG': 2412, 'Simulation': 1941}"
lukilol,Wolfenstein II: The New Colossus German Edition,4.7,Action,"{'FPS': 352, 'Action': 335, 'Singleplayer': 276, 'Gore': 275, 'Alternate History': 264, 'Violent': 248, 'First-Person': 233, 'Shooter': 224, 'World War II': 222, 'Story Rich': 216, 'Nudity': 134, 'Sci-fi': 128, 'Stealth': 127, 'Atmospheric': 117, 'Comedy': 112, 'Dystopian ': 108, 'Adventure': 99, 'Great Soundtrack': 95, 'Open World': 58, 'Multiplayer': 57}"
lukilol,Yu-Gi-Oh! Legacy of the Duelist,4.6,Simulation,"{'Card Game': 134, 'Card Battler': 134, 'Deckbuilding': 109, 'Anime': 93, 'Simulation': 85, 'Trading Card Game': 81, 'Multiplayer': 76, 'Strategy': 63, 'Singleplayer': 33, 'Fantasy': 10, 'Action': 9, 'Casual': 8, 'Turn-Based': 7, 'Adventure': 5}"
lukilol,Tabletop Simulator,3.5,"Casual, Indie, RPG, Simulation, Strategy","{'Tabletop': 995, 'Board Game': 856, 'Simulation': 613, 'Multiplayer': 595, 'Sandbox': 478, 'Card Game': 424, 'VR': 373, 'Trading Card Game': 368, 'Physics': 353, 'Moddable': 348, 'Casual': 338, '3D': 337, 'Strategy': 335, 'Wargame': 333, 'Online Co-Op': 332, 'Co-op': 318, 'RPG': 309, 'Funny': 309, 'First-Person': 298, 'Indie': 294}"
lukilol,Easy eSports,3.4,Utilities,"{'Utilities': 129, 'Free to Play': 83, 'Software': 14, 'Multiplayer': 10, 'e-sports': 9}"
lukilol,Yu-Gi-Oh!  Master Duel,3.2,"Strategy, Free to Play","{'Free to Play': 875, 'Card Game': 602, 'Anime': 489, 'Strategy': 483, 'Multiplayer': 444, 'Trading Card Game': 316, 'Singleplayer': 176, 'Turn-Based': 136, 'Competitive': 125, 'Casual': 102, 'RPG': 83, 'Memes': 76, 'Great Soundtrack': 67, 'Online Co-Op': 65, 'Action': 54, 'Adventure': 45, 'Simulation': 39, 'Massively Multiplayer': 32, 'MMORPG': 21, 'Psychological Horror': 21}"
lukilol,RISK: Global Domination,2.8,"Casual, Strategy, Free to Play","{'Free to Play': 312, 'Multiplayer': 252, 'Board Game': 252, 'Strategy': 243, 'War': 162, 'Turn-Based Strategy': 161, 'Turn-Based': 120, 'Tactical': 110, 'Singleplayer': 109, 'Casual': 97, 'Tabletop': 95, 'Turn-Based Tactics': 94, 'Local Co-Op': 92, 'Classic': 67, 'Online Co-Op': 48, 'Indie': 47, 'Grand Strategy': 44, 'Local Multiplayer': 34, 'Psychological Horror': 27, 'Massively Multiplayer': 14}"
lukilol,Unturned,2.7,"Action, Adventure, Casual, Indie, Free to Play","{'Free to Play': 36798, 'Survival': 16460, 'Zombies': 15270, 'Multiplayer': 15078, 'Open World': 15011, 'Co-op': 14899, 'Sandbox': 14861, 'Crafting': 14861, 'Shooter': 14848, 'Adventure': 14830, 'Post-apocalyptic': 14824, 'First-Person': 14814, 'Singleplayer': 14802, 'Looter Shooter': 14800, 'FPS': 14799, 'Action': 14794, 'Massively Multiplayer': 14773, 'Indie': 14747, 'Atmospheric': 14746, 'Casual': 14742}"
lukilol,Garry's Mod,2.6,"Casual, Indie, Simulation","{'Sandbox': 18409, 'Moddable': 14275, 'Multiplayer': 14263, 'Physics': 14255, 'Building': 14236, 'Casual': 13070, 'Funny': 12781, 'Singleplayer': 12759, 'First-Person': 12755, 'Online Co-Op': 12734, 'Simulation': 12725, 'FPS': 12724, 'Co-op': 12724, 'Shooter': 12714, 'Comedy': 12708, 'Action': 12708, 'Indie': 12670, 'PvP': 8908, 'Realistic': 8887, 'Exploration': 8864}"
lukilol,AdVenture Communist,2.4,"Casual, Free to Play, Indie, Simulation, Strategy, Early Access","{'Free to Play': 159, 'Clicker': 146, 'Casual': 80, 'Singleplayer': 66, 'Early Access': 62, 'Simulation': 59, 'Indie': 51, 'Strategy': 49, 'Funny': 40, 'Family Friendly': 24, 'Memes': 21, 'Great Soundtrack': 19, 'Adventure': 16, 'Idler': 15, 'Capitalism': 14, 'Point & Click': 9, 'Psychological Horror': 5}"
lukilol,Team Fortress 2,2.1,"Action, Free to Play","{'Free to Play': 62521, 'Hero Shooter': 60926, 'Multiplayer': 22598, 'FPS': 15503, 'Shooter': 12582, 'Action': 11981, 'Class-Based': 9687, 'Team-Based': 9294, 'Funny': 9231, 'First-Person': 7809, 'Online Co-Op': 7240, 'Competitive': 7018, 'Cartoony': 7012, 'Trading': 6748, 'Co-op': 5742, 'Comedy': 5277, 'Robots': 4862, 'Tactical': 3941, 'Cartoon': 3884, 'Crafting': 3645}"
lukilol,The Binding of Isaac,2.0,"Action, Adventure, Indie, RPG","{'Action Roguelike': 2348, 'Rogue-like': 2271, 'Indie': 1951, 'Replay Value': 1329, 'Difficult': 1311, 'Procedural Generation': 950, 'Dark': 917, 'Action': 894, 'Top-Down': 717, 'Great Soundtrack': 705, 'Addictive': 641, 'Singleplayer': 632, 'Adventure': 546, 'Rogue-lite': 481, '2D': 410, 'Dungeon Crawler': 403, 'Survival': 384, 'RPG': 379, 'Perma Death': 348, 'Bullet Hell': 323}"
lukilol,Fall Guys,1.97,"Action, Indie","{'Action': 101, 'Looter Shooter': 94, 'Shooter': 92, 'Pixel Graphics': 88, 'Indie': 83, 'Violent': 77, 'Singleplayer': 74, '2D': 71, 'Adventure': 64, 'Bullet Hell': 58, 'Top-Down Shooter': 54, '1980s': 49, 'Retro': 44, 'Controller': 40, 'Blood': 33, 'Multiplayer': 30, 'Nudity': 26, 'Sexual Content': 25}"
lukilol,South Park™: The Stick of Truth™,1.97,"Action, Adventure, RPG","{'RPG': 2528, 'Comedy': 2154, 'Adventure': 1522, 'Funny': 1412, 'Turn-Based': 1018, 'Dark Humor': 1016, 'Singleplayer': 776, 'Action': 738, 'Mature': 706, '2D': 581, 'Satire': 544, 'Nudity': 506, 'Cartoon': 370, 'Open World': 350, 'Story Rich': 305, 'Fantasy': 284, 'Epic': 251, 'Turn-Based Strategy': 245, 'Zombies': 189, 'JRPG': 83}"
lukilol,Alan Wake,1.68,"Action, Adventure","{'Action': 1074, 'Horror': 1042, 'Adventure': 899, 'Third Person': 888, 'Story Rich': 861, 'Thriller': 771, 'Atmospheric': 763, 'Singleplayer': 691, 'Psychological Horror': 618, 'Great Soundtrack': 417, 'Mystery': 351, 'Episodic': 310, 'Third-Person Shooter': 302, 'Dark': 291, 'Supernatural': 286, 'Cinematic': 267, 'Narration': 231, 'Survival Horror': 228, 'Shooter': 194, 'Survival': 102}"
lukilol,Metro: Last Light Redux,1.17,Action,"{'Post-apocalyptic': 962, 'FPS': 805, 'Atmospheric': 791, 'Action': 703, 'Story Rich': 688, 'Horror': 616, 'Singleplayer': 586, 'First-Person': 574, 'Shooter': 531, 'Stealth': 520, 'Survival': 467, 'Based On A Novel': 402, 'Adventure': 379, 'Survival Horror': 315, 'Nudity': 241, 'Remake': 237, 'Sci-fi': 202, 'Difficult': 177, 'Multiplayer': 164, 'Open World': 111}"
lukilol,Heavy Rain,1.13,"Action, Adventure","{'Choices Matter': 418, 'Multiple Endings': 367, 'Story Rich': 361, 'Narration': 274, 'Adventure': 255, 'Cinematic': 245, 'Detective': 221, 'Thriller': 204, 'Emotional': 196, 'Investigation': 188, 'Quick-Time Events': 186, 'Interactive Fiction': 184, 'Mystery': 174, 'Singleplayer': 172, 'Dynamic Narration': 170, 'Sexual Content': 167, 'Crime': 165, 'Atmospheric': 147, 'Violent': 141, 'Nudity': 97}"
lukilol,Total War: SHOGUN 2,0.9,Strategy,"{'Strategy': 1011, 'Historical': 549, 'Turn-Based Strategy': 528, 'RTS': 459, 'Grand Strategy': 430, 'Tactical': 332, 'Singleplayer': 265, 'Real Time Tactics': 239, 'Multiplayer': 212, 'Diplomacy': 180, 'Ninja': 178, 'Military': 175, 'Turn-Based': 145, 'Co-op': 133, 'Great Soundtrack': 110, 'Medieval': 109, 'Turn-Based Tactics': 95, 'Stylized': 90, 'Moddable': 84, 'Action': 75}"
lukilol,Call of Duty: Black Ops II,0.6,Action,"{'Action': 1311, 'Multiplayer': 1240, 'FPS': 1154, 'Shooter': 826, 'First-Person': 602, 'Singleplayer': 532, 'Co-op': 512, 'War': 466, 'Online Co-Op': 418, 'Team-Based': 351, 'Futuristic': 335, 'Survival': 268, 'Controller': 228, 'Tactical': 215, 'Adventure': 213, 'Great Soundtrack': 206, 'Sci-fi': 198, 'Massively Multiplayer': 191, 'Atmospheric': 163, 'Horror': 158}"
lukilol,Terraria,0.55,"Action, Adventure, Indie, RPG","{'Open World Survival Craft': 15969, 'Sandbox': 15725, 'Survival': 12458, '2D': 12250, 'Multiplayer': 12175, 'Adventure': 11330, 'Pixel Graphics': 10877, 'Crafting': 10374, 'Building': 9877, 'Exploration': 8708, 'Co-op': 7643, 'Open World': 7394, 'Online Co-Op': 5959, 'Indie': 5903, 'Action': 5539, 'RPG': 5161, 'Singleplayer': 5043, 'Replay Value': 4225, 'Platformer': 3936, 'Atmospheric': 3462}"
lukilol,Ring of Elysium,0.53,"Action, Free to Play, Massively Multiplayer","{'Free to Play': 1689, 'Battle Royale': 1378, 'Shooter': 1071, 'Multiplayer': 1047, 'Survival': 857, 'FPS': 722, 'Action': 689, 'Massively Multiplayer': 665, 'Third-Person Shooter': 630, 'Early Access': 584, 'Singleplayer': 518, 'PvP': 505, 'Open World': 504, 'Co-op': 502, '3D': 493, 'Tactical': 492, 'Violent': 486, 'Gore': 479, 'MOBA': 470, 'First-Person': 377}"
lukilol,Call of Duty: Black Ops II - Zombies,0.52,Action,"{'Action': 1311, 'Multiplayer': 1240, 'FPS': 1154, 'Shooter': 826, 'First-Person': 602, 'Singleplayer': 532, 'Co-op': 512, 'War': 466, 'Online Co-Op': 418, 'Team-Based': 351, 'Futuristic': 335, 'Survival': 268, 'Controller': 228, 'Tactical': 215, 'Adventure': 213, 'Great Soundtrack': 206, 'Sci-fi': 198, 'Massively Multiplayer': 191, 'Atmospheric': 163, 'Horror': 158}"
lukilol,Heroes & Generals,0.28,"Action, Free to Play, Indie, Massively Multiplayer, Strategy","{'Free to Play': 6209, 'World War II': 3437, 'FPS': 3344, 'Multiplayer': 3337, 'War': 2909, 'Shooter': 2688, 'Action': 2410, 'First-Person': 1832, 'Massively Multiplayer': 1685, 'Strategy': 1236, 'Tactical': 1204, 'Co-op': 1169, 'Historical': 1096, 'Open World': 1014, 'Simulation': 728, 'Atmospheric': 642, 'Adventure': 591, 'Indie': 528, 'Early Access': 454, 'RTS': 363}"
lukilol,Call of Duty®: Modern Warfare® 3 (2011),0.27,Action,"{'Action': 1307, 'FPS': 970, 'Multiplayer': 855, 'Shooter': 703, 'First-Person': 535, 'Singleplayer': 500, 'War': 486, 'Military': 412, 'Online Co-Op': 401, 'Co-op': 340, 'Casual': 215, 'Controller': 210, 'Story Rich': 205, 'Survival': 183, 'Linear': 137, 'Adventure': 133, 'Zombies': 76, 'Dog': 41, 'Point & Click': 38, 'Massively Multiplayer': 31}"
lukilol,War Thunder,0.22,"Action, Massively Multiplayer, Simulation, Free to Play","{'Free to Play': 5879, 'Vehicular Combat': 4935, 'Combat': 4629, 'World War II': 3900, 'VR': 3851, 'Flight': 3809, 'War': 3725, 'Military': 3712, 'Tanks': 3681, 'Naval Combat': 3599, 'Simulation': 3562, 'Modern': 3538, 'Massively Multiplayer': 3532, 'Cold War': 3528, 'Action': 3516, 'Multiplayer': 3513, 'Realistic': 3511, 'Shooter': 3502, 'Third-Person Shooter': 3478, 'Third Person': 3473}"
lukilol,Chivalry: Medieval Warfare,0.08,"Action, Indie","{'Medieval': 1803, 'Multiplayer': 1176, 'Action': 1067, 'Gore': 930, 'First-Person': 874, 'Swordplay': 661, 'Violent': 614, 'PvP': 469, 'Indie': 377, 'Third Person': 357, 'Competitive': 339, 'Team-Based': 323, 'Hack and Slash': 293, 'Co-op': 247, 'Historical': 245, 'FPS': 242, 'Class-Based': 235, 'Atmospheric': 226, 'Simulation': 201, 'Difficult': 197}"
lukilol,ESEA,0.02,Utilities,"{'Utilities': 156, 'Multiplayer': 121, 'Mature': 95, 'Competitive': 53, 'e-sports': 53, 'Co-op': 22, 'Strategy': 19}"
lukilol,Middle-earth™: Shadow of Mordor™,0.02,,"{'Open World': 1521, 'Action': 1422, 'Fantasy': 1129, 'Adventure': 1056, 'Third Person': 989, 'Stealth': 924, 'Singleplayer': 904, 'RPG': 848, 'Action RPG': 624, 'Assassin': 578, 'Hack and Slash': 562, 'Gore': 527, 'Parkour': 500, 'Atmospheric': 453, 'Story Rich': 450, 'Dark Fantasy': 422, 'Magic': 414, 'Lore-Rich': 406, 'Based On A Novel': 318, 'Sandbox': 278}"
lukilol,Toribash,0.02,"Action, Free to Play, Indie, Strategy","{'Free to Play': 757, '3D Fighter': 538, 'Fighting': 534, 'Multiplayer': 398, 'Physics': 397, 'Gore': 346, 'Action': 325, 'Strategy': 273, 'Turn-Based': 270, 'Martial Arts': 241, 'Funny': 221, 'Indie': 218, 'Blood': 206, 'Simulation': 188, 'Moddable': 166, 'Sandbox': 165, 'Difficult': 159, 'Parkour': 142, 'Singleplayer': 125, 'Turn-Based Strategy': 108}"
ner0x,Counter-Strike 2,7.221,Action,"{'Action': 5473, 'FPS': 4898, 'Multiplayer': 3445, 'Shooter': 3395, 'Classic': 2822, 'Team-Based': 1896, 'First-Person': 1737, 'Competitive': 1632, 'Tactical': 1370, ""1990's"": 1231, 'e-sports': 1215, 'PvP': 907, 'Old School': 807, 'Military': 647, 'Strategy': 628, 'Survival': 312, 'Score Attack': 296, '1980s': 276, 'Assassin': 237, 'Nostalgia': 180}"
ner0x,PUBG: BATTLEGROUNDS,4426.2,"Action, Adventure, Massively Multiplayer, Free to Play","{'Survival': 14626, 'Shooter': 12485, 'Battle Royale': 10698, 'Multiplayer': 10655, 'FPS': 8248, 'PvP': 7599, 'Third-Person Shooter': 7206, 'Action': 5926, 'Online Co-Op': 5268, 'Tactical': 4973, 'Co-op': 4246, 'First-Person': 4004, 'Strategy': 3049, 'Early Access': 2802, 'Competitive': 2356, 'Third Person': 2305, 'Team-Based': 2019, 'Difficult': 1696, 'Simulation': 1342, 'Stealth': 1254}"
ner0x,Z1 Battle Royale,4202.3,"Action, Adventure, Free to Play, Massively Multiplayer","{'Survival': 2848, 'Massively Multiplayer': 1667, 'Multiplayer': 1635, 'Open World': 1528, 'Battle Royale': 1449, 'PvP': 1242, 'FPS': 1170, 'Action': 1083, 'Shooter': 1073, 'Free to Play': 958, 'Third-Person Shooter': 841, 'Zombies': 758, 'Co-op': 638, 'Early Access': 621, 'Online Co-Op': 615, 'Adventure': 570, 'First-Person': 503, 'Violent': 469, 'Gore': 354, 'Walking Simulator': 343}"
ner0x,F.E.A.R. 3,4145.5,Action,"{'FPS': 338, 'Horror': 322, 'Co-op': 281, 'Action': 260, 'Multiplayer': 169, 'Shooter': 166, 'Singleplayer': 139, 'Gore': 134, 'First-Person': 131, 'Online Co-Op': 122, 'Bullet Time': 76, 'Sci-fi': 47, 'Adventure': 46, 'Co-op Campaign': 41, 'Zombies': 41, 'Atmospheric': 40, 'Story Rich': 40, 'Mechs': 30, 'Controller': 21, 'Short': 16}"
ner0x,F.E.A.R.,4143.2,Action,"{'Horror': 520, 'FPS': 495, 'Action': 347, 'Bullet Time': 293, 'Classic': 227, 'Singleplayer': 216, 'Shooter': 194, 'Atmospheric': 182, 'Gore': 152, 'First-Person': 141, 'Psychological Horror': 107, 'Dark': 97, 'Story Rich': 88, 'Sci-fi': 82, 'Jump Scare': 60, 'Great Soundtrack': 51, 'Survival Horror': 32, 'Old School': 28, 'Thriller': 26, 'Multiplayer': 20}"
ner0x,DiRT 3 Complete Edition,4142.6,"Action, Adventure, Indie","{'Horror': 226, 'Dark': 223, 'Adventure': 215, 'Puzzle': 211, 'Singleplayer': 208, 'Atmospheric': 200, 'Psychological Horror': 196, 'Puzzle-Platformer': 187, 'Side Scroller': 177, '2.5D': 177, 'Stealth': 165, 'Third Person': 153, 'Survival Horror': 140, 'Surreal': 132, 'Action-Adventure': 116, 'Psychedelic': 105, 'Mystery': 98, 'Steampunk': 94, 'Thriller': 87, 'Physics': 86}"
ner0x,F.E.A.R. 2: Project Origin,4142.2,Action,"{'Horror': 315, 'FPS': 239, 'Action': 209, 'Gore': 125, 'Singleplayer': 123, 'Shooter': 112, 'Multiplayer': 108, 'Psychological Horror': 95, 'Bullet Time': 94, 'First-Person': 92, 'Atmospheric': 54, 'Co-op': 38, 'Jump Scare': 37, 'Sci-fi': 33, 'Classic': 33, 'Violent': 27, 'Story Rich': 20, 'Survival Horror': 15, 'Sequel': 15, 'Nudity': 15}"
ner0x,Arma 3,4107.1,"Action, Simulation, Strategy","{'Military': 5872, 'Action': 5729, 'Multiplayer': 5600, 'Simulation': 5158, 'Shooter': 5155, 'Realistic': 4384, 'First-Person': 4209, 'Open World': 3917, 'Tactical': 3784, 'FPS': 3734, 'War': 3480, 'Co-op': 3352, 'Strategy': 2742, 'Sandbox': 2681, 'Singleplayer': 2029, 'Moddable': 1939, 'Combat': 1916, 'Online Co-Op': 1853, 'Team-Based': 1755, 'Third-Person Shooter': 1725}"
